catId;catName;catParent;catPosition;catIsProductCatalogueEnabled
12673;Pozostałe;4051;10;false
146754;B9 Tribeca;4052;0;false
145251;BRZ;4052;1;false
12682;Forester;4052;2;false
12680;Impreza;4052;3;false
18978;Justy;4052;4;false
12681;Legacy;4052;5;false
253874;Levorg;4052;6;false
57995;Outback;4052;7;false
49279;Tribeca;4052;8;false
145252;XV;4052;9;false
12679;Pozostałe;4052;10;false
12684;Alto;4053;0;false
12685;Baleno;4053;1;false
251325;Celerio;4053;2;false
46087;Grand Vitara;4053;3;false
18401;Ignis;4053;4;false
27886;Jimny;4053;5;false
145253;Kizashi;4053;6;false
18402;Liana;4053;7;false
12686;Samurai;4053;8;false
145060;Splash;4053;9;false
12687;Swift;4053;10;false
50904;SX4;4053;11;false
146755;SX4 S-Cross;4053;12;false
12688;Vitara;4053;13;false
12689;Wagon R+;4053;14;false
146756;XL7;4053;15;false
12683;Pozostałe;4053;16;false
146757;4-Runner;4054;0;false
49278;Auris;4054;1;false
18410;Avalon;4054;2;false
12691;Avensis;4054;3;false
18411;Avensis Verso;4054;4;false
18412;Aygo;4054;5;false
12692;Camry;4054;6;false
12693;Carina;4054;7;false
12694;Celica;4054;8;false
12695;Corolla;4054;9;false
18415;Corolla Verso;4054;10;false
57990;FJ Cruiser;4054;11;false
145257;GT86;4054;12;false
145258;Highlander;4054;13;false
18416;Hilux;4054;14;false
145259;iQ;4054;15;false
12696;Land Cruiser;4054;16;false
49275;Matrix;4054;17;false
27887;MR2;4054;18;false
18417;Paseo;4054;19;false
18418;Picnic;4054;20;false
12697;Previa;4054;21;false
18419;Prius;4054;22;false
12698;RAV4;4054;23;false
146758;Sequoia;4054;24;false
18420;Sienna;4054;25;false
12699;Starlet;4054;26;false
12700;Supra;4054;27;false
49273;Tacoma;4054;28;false
49262;Tundra;4054;29;false
145260;Venza;4054;30;false
145261;Verso;4054;31;false
251330;Verso-S;4054;32;false
12701;Yaris;4054;33;false
18421;Yaris Verso;4054;34;false
12690;Pozostałe;4054;35;false
145063;Amarok;4055;0;false
110750;Beetle;4055;1;false
12703;Bora;4055;2;false
49260;Caddy;4055;3;false
252899;California;4055;4;false
146760;Caravelle;4055;5;false
146759;CC;4055;6;false
12704;Corrado;4055;7;false
249805;Crafter;4055;8;false
49258;Eos;4055;9;false
18516;Fox;4055;10;false
12705;Garbus;4055;11;false
12706;Golf;4055;12;false
18517;Golf Plus;4055;13;false
251331;Golf Sportsvan;4055;14;false
12707;Jetta;4055;15;false
12708;Lupo;4055;16;false
83765;Multivan;4055;17;false
12709;New Beetle;4055;18;false
12710;Passat;4055;19;false
110746;Passat CC;4055;20;false
14673;Phaeton;4055;21;false
12711;Polo;4055;22;false
12712;Scirocco;4055;23;false
12713;Sharan;4055;24;false
50905;Tiguan;4055;25;false
12714;Touareg;4055;26;false
12715;Touran;4055;27;false
83759;Transporter;4055;28;false
145064;up!;4055;29;false
12716;Vento;4055;30;false
12702;Pozostałe;4055;31;false
50906;C30;4056;0;false
18427;C70;4056;1;false
82295;S40;4056;2;false
12720;S60;4056;3;false
78615;S70;4056;4;false
12722;S80;4056;5;false
12719;V40;4056;6;false
18428;V50;4056;7;false
145262;V60;4056;8;false
12721;V70;4056;9;false
86134;XC 60;4056;10;false
18429;XC 70;4056;11;false
14674;XC 90;4056;12;false
12723;Seria 200;4056;13;false
50907;Seria 300;4056;14;false
12724;Seria 400;4056;15;false
12725;Seria 700;4056;16;false
12727;Seria 900;4056;17;false
12726;850;4056;18;false
12718;Pozostałe;4056;19;false
147527;Dętki;4069;0;false
19021;Felgi;4069;1;false
19022;Felgi z oponami;4069;2;false
19020;Pozostałe;4069;3;false
19025;Kierunkowskazy;4070;0;false
19026;Lampy tylne;4070;1;false
19027;Reflektory;4070;2;false
19028;Żarówki;4070;3;false
19024;Pozostałe;4070;4;false
19035;Chłodnice;4071;0;false
19036;Łańcuchy i napinacze rozrządu;4071;1;false
19038;Silniki;4071;2;false
19037;Skrzynie biegów;4071;3;false
19039;Tłoki, pierścienie, cylindry;4071;4;false
19040;Uszczelki;4071;5;false
19034;Pozostałe;4071;6;false
18500;Buggy;4079;0;false
18501;Gokarty;4079;1;false
4080;Łodzie;4079;2;false
111712;Pojazdy elektryczne;4079;3;false
18503;Poduszkowce;4079;4;false
18502;Wózki golfowe;4079;5;false
4082;Samoloty i szybowce;4079;6;false
18505;Skutery śnieżne;4079;7;false
18506;Skutery wodne;4079;8;false
4083;Pozostałe;4079;9;false
8727;Jachty;4080;0;false
18507;Katamarany;4080;1;false
4084;Motorówki;4080;2;false
18508;Wiosłowe;4080;3;false
4086;Pozostałe;4080;4;false
252811;Cięgna drzwi;4094;0;false
4096;Części blacharskie;4094;1;false
146522;Elementy mocujące (spinki, ślizgi);4094;2;false
18705;Elementy wygłuszające;4094;3;false
250542;Kabiny;4094;4;false
18709;Klamki zewnętrzne;4094;5;false
249263;Listwy;4094;6;false
4099;Lusterka zewnętrzne;4094;7;false
18708;Nadkola;4094;8;false
249284;Ograniczniki drzwi;4094;9;false
249266;Osłony silnika;4094;10;false
249303;Podszybia;4094;11;false
18714;Relingi dachowe;4094;12;false
18715;Siłowniki, teleskopy;4094;13;false
4101;Szyby;4094;14;false
249302;Uszczelki drzwi;4094;15;false
250543;Zabudowy;4094;16;false
49234;Zamki, wkładki, kluczyki;4094;17;false
18721;Zawiasy;4094;18;false
4095;Pozostałe;4094;19;false
18699;Atrapy, grille;4096;0;false
18700;Błotniki;4096;1;false
18701;Dachy;4096;2;false
18702;Drzwi boczne;4096;3;false
18704;Klapy i drzwi bagażnika;4096;4;false
18703;Maski;4096;5;false
249282;Pasy przednie;4096;6;false
249283;Pasy tylne;4096;7;false
249322;Progi;4096;8;false
249362;Zderzaki;4096;9;false
146542;Zestawy (komplety, ćwiartki);4096;10;false
4112;Pozostałe;4096;11;false
18711;Kompletne;4099;0;false
18712;Obudowy;4099;1;false
18713;Wkłady;4099;2;false
18710;Pozostałe;4099;3;false
18720;Boczne (drzwi);4101;0;false
146544;Karoseryjne;4101;1;false
18719;Przednie;4101;2;false
18718;Szyberdachy;4101;3;false
18717;Tylne;4101;4;false
146543;Uszczelki szyb;4101;5;false
18716;Pozostałe;4101;6;false
4142;Akumulatory;4141;0;false
4144;Centralne zamki;4141;1;false
50744;Czujniki;4141;2;false
4145;Komputery;4141;3;false
50751;Materiały instalacyjne;4141;4;false
50755;Przekaźniki;4141;5;false
50756;Stacyjki i kluczyki;4141;6;false
18833;Świece;4141;7;false
50761;Układ elektryczny silnika;4141;8;false
50764;Wyposażenie elektryczne;4141;9;false
4147;Pozostałe;4141;10;false
18823;Siłowniki;4144;0;false
18824;Sterowniki;4144;1;false
18822;Zestawy;4144;2;false
18821;Pozostałe;4144;3;false
63100;Acer;4180;0;false
77913;Apple;4180;1;false
63101;Asus;4180;2;false
63102;Dell;4180;3;false
63104;Fujitsu;4180;4;false
63103;HP, Compaq;4180;5;false
63105;IBM, Lenovo;4180;6;false
125462;MSI;4180;7;false
125463;Packard Bell;4180;8;false
125464;Samsung;4180;9;false
63106;Sony;4180;10;false
63107;Toshiba;4180;11;false
63099;Inny producent;4180;12;false
4227;Procesory;4226;0;false
4228;Płyty główne;4226;1;false
6121;Płyty z procesorem;4226;2;false
4229;Pamięć;4226;3;false
4230;Sprzęt serwisowy;4226;4;false
4231;Procesory Intel;4227;0;false
4232;Procesory AMD;4227;1;false
4246;Uszkodzone;4227;2;false
4247;Pozostałe;4227;3;false
253014;Socket 1151 (Core i3, i5, i7);4228;0;false
123683;Socket 2011 (Core i7);4228;1;false
55698;Socket 1366 (Core i7);4228;2;false
249062;Socket 1150 (Core i3, i5, i7);4228;3;false
98433;Socket 1155 (Core i3, i5, i7);4228;4;false
71701;Socket 1156 (Core i3, i5, i7);4228;5;false
10837;Socket 775 (Pentium 4/Cel.);4228;6;false
4272;Socket 478 (Pentium 4/Cel.);4228;7;false
111381;Socket AM3, AM3+ (Phenom II, FX);4228;8;false
27745;Socket AM2, AM2+ (Phenom, Athlon 64);4228;9;false
124897;Socket FM2;4228;10;false
111374;Socket FM1 (Athlon II, APU);4228;11;false
4275;Socket A (Athlon/Duron);4228;12;false
4285;Uszkodzone;4228;13;false
4286;Pozostałe;4228;14;false
250569;DDR4 DIMM;4229;0;false
48901;DDR3 DIMM;4229;1;false
15834;DDR2 DIMM;4229;2;false
4294;DDR DIMM;4229;3;false
4295;SDRAM DIMM;4229;4;false
4296;RIMM;4229;5;false
4297;SIMM;4229;6;false
4298;Uszkodzone;4229;7;false
4299;Pozostałe;4229;8;false
4308;Karty diagnostyczne;4230;0;false
27746;Kondensatory do płyt głównych;4230;1;false
4309;Kości BIOS i Cache;4230;2;false
4310;Testery monitorów;4230;3;false
4311;Pozostałe;4230;4;false
6141;ABIT;4275;0;false
6142;ASRock;4275;1;false
6143;ASUS;4275;2;false
6144;Chaintech, DFI;4275;3;false
6145;ECS;4275;4;false
6146;Epox;4275;5;false
6147;Gigabyte;4275;6;false
6148;MSI;4275;7;false
6149;Soltek;4275;8;false
6140;Pozostałe;4275;9;false
11657;PC3500 (433MHz) i szybsze;4294;0;false
4300;PC3200 (400MHz);4294;1;false
4301;PC2700 (333MHz);4294;2;false
4302;PC2100 (266MHz);4294;3;false
11658;Pamięć ECC;4294;4;false
4303;Pozostałe;4294;5;false
4304;PC133;4295;0;false
4305;PC100;4295;1;false
4306;PC66;4295;2;false
11659;Pamięć ECC;4295;3;false
4307;Pozostałe;4295;4;false
4761;72 pin;4297;0;false
4760;30 pin;4297;1;false
11660;Pamięć ECC;4297;2;false
4759;Pozostałe;4297;3;false
4313;Karty graficzne;4312;0;false
4314;Kamery internetowe;4312;1;false
4315;Tunery TV i SAT;4312;2;false
4316;Karty Video, DV;4312;3;false
4317;Monitory;4312;4;false
77989;Okulary i hełmy 3D;4312;5;false
4318;Pozostałe;4312;6;false
124896;Zestawy i kamery do wideokonferencji;4312;7;false
13020;AGP Ati Radeon;4313;0;false
13021;AGP NVidia GeForce;4313;1;false
13022;AGP Inne modele;4313;2;false
13023;PCI-E AMD Radeon;4313;3;false
13024;PCI-E NVidia GeForce;4313;4;false
13025;PCI-E Inne modele;4313;5;false
8632;Karty PCI;4313;6;false
4327;Uszkodzone;4313;7;false
4328;Pozostałe;4313;8;false
4363;Kamery USB;4314;0;false
19162;Kamery IP;4314;1;false
4364;Urządzenia wielofunkcyjne;4314;2;false
77990;Avermedia;4315;0;false
77991;Leadtek;4315;1;false
77992;LifeView;4315;2;false
77994;Philips;4315;3;false
77993;PixelView;4315;4;false
77995;Inny producent;4315;5;false
4368;Karty analogowe;4316;0;false
4369;Profesjonalne karty DV/AV;4316;1;false
9090;Karty DV, FireWire;4316;2;false
4370;Monitory CRT;4317;0;false
4371;Monitory LCD;4317;1;false
89266;Monitory LED;4317;2;false
4375;Części i akcesoria;4317;3;false
4376;Uszkodzone;4317;4;false
16322;Creative;4363;0;false
16320;Labtec;4363;1;false
16321;Logitech;4363;2;false
16319;Inny producent;4363;3;false
4390;Części;4375;0;false
6131;Podstawy i półki;4375;1;false
4392;Rozgałęziacze sygnału;4375;2;false
4393;Matryce LCD;4375;3;false
4394;Zasilacze LCD;4375;4;false
9188;Pozostałe;4375;5;false
4396;Głośniki;4395;0;false
4397;Karty muzyczne;4395;1;false
4398;Mikrofony i słuchawki;4395;2;false
4399;Pozostałe;4395;3;false
123682;Asus Xonar;4397;0;false
15597;Sound Blaster X-Fi;4397;1;false
4405;Sound Blaster Audigy;4397;2;false
4406;Sound Blaster Live;4397;3;false
63046;Sound Blaster Zewnętrzne;4397;4;false
4407;Sound Blaster inne;4397;5;false
27722;Inne 8-kanałowe;4397;6;false
4408;Inne 6-kanałowe;4397;7;false
4409;Inne 4-kanałowe;4397;8;false
63047;Inne zewnętrzne;4397;9;false
4410;Inne stereo;4397;10;false
4411;Karty ISA;4397;11;false
9245;Uszkodzone;4397;12;false
4412;Pozostałe;4397;13;false
16330;Mikrofony;4398;0;false
16329;Słuchawki bez mikrofonu;4398;1;false
16328;Słuchawki z mikrofonem;4398;2;false
16331;Telefony USB i VoIP;4398;3;false
4416;Akcesoria sieciowe;4413;0;false
77956;Anteny;4413;1;false
10855;Bluetooth;4413;2;false
4414;Karty sieciowe;4413;3;false
77964;Karty WLAN;4413;4;false
4422;Kontrolery;4413;5;false
4417;Modemy wewnętrzne;4413;6;false
4418;Modemy zewnętrzne;4413;7;false
77982;Routery przewodowe;4413;8;false
77968;Routery WiFi, Access Pointy;4413;9;false
4415;Sprzęt sieciowy;4413;10;false
4421;USB huby;4413;11;false
4425;Pozostałe;4413;12;false
4426;PCI;4414;0;false
4427;USB;4414;1;false
4429;ISA;4414;2;false
4430;Pozostałe;4414;3;false
4436;Switche i huby;4415;0;false
4438;Printserwer;4415;1;false
4439;Transceiver i konwertery;4415;2;false
63049;Zasilacze;4415;3;false
4440;Pozostałe;4415;4;false
52175;Uszkodzone;4415;5;false
4441;Kable;4416;0;false
71708;Szafy;4416;1;false
4442;Światłowody;4416;2;false
4443;Testery sieci;4416;3;false
4444;Wtyki, trójniki, końcówki;4416;4;false
4445;Zaciskarki;4416;5;false
4446;Pozostałe;4416;6;false
4448;Pentagram;4417;0;false
4449;Zoltrix;4417;1;false
4451;Inni producenci;4417;2;false
14792;ADSL;4418;0;false
14793;Inne xDSL;4418;1;false
14791;Faxmodemy;4418;2;false
4458;Pozostałe;4418;3;false
77984;4 porty i mniejsze;4421;0;false
77985;5 portów i większe;4421;1;false
4459;Kontrolery ATA/SATA;4422;0;false
4461;Kontrolery USB;4422;1;false
4464;Kontrolery LPT/RS (ISA);4422;2;false
4463;Kontrolery LPT/RS (PCI);4422;3;false
4465;Pozostałe;4422;4;false
4431;Gigabit Ethernet 1000;4426;0;false
4432;FastEthernet 100;4426;1;false
4433;Ethernet 10;4426;2;false
4434;Pozostałe;4426;3;false
10871;Do 7 portów;4436;0;false
10870;8 - 15 portów;4436;1;false
10872;16 - 23 porty;4436;2;false
63048;24 Porty i więcej;4436;3;false
63051;UTP;4441;0;false
63052;Patchcord;4441;1;false
63053;UTP (nieekranowane);4441;2;false
63054;FTP (ekranowane);4441;3;false
77950;Konektory, kable antenowe;4441;4;false
63055;Inne Kable;4441;5;false
77952;Adaptery PoE;4444;0;false
77954;Wtyki RJ11;4444;1;false
77955;Wtyki RJ45;4444;2;false
77953;Wtyki WLAN;4444;3;false
77951;Pozostałe;4444;4;false
77938;Dyski i obudowy sieciowe;4475;0;false
4476;Dyski twarde;4475;1;false
77939;Dyski zewnętrzne;4475;2;false
4477;Napędy CD;4475;3;false
4478;Nagrywarki CD-R/CD-RW;4475;4;false
4479;Napędy dyskietek;4475;5;false
4480;Napędy DVD;4475;6;false
4481;Nagrywarki DVD;4475;7;false
48897;Napędy Blu-Ray/HD-DVD;4475;8;false
9578;Pamięci przenośne;4475;9;false
4484;Nośniki;4475;10;false
4483;Obudowy i kieszenie;4475;11;false
4485;Pozostałe;4475;12;false
27702;3,5" PATA (IDE/ATA);4476;0;false
27701;3,5" Serial ATA (SATA);4476;1;false
123539;Dyski SSD;4476;2;false
4495;Uszkodzone;4476;3;false
4501;49x i szybsze;4477;0;false
4502;48x - 25x;4477;1;false
4503;24x - 1x;4477;2;false
4507;Uszkodzone;4477;3;false
4508;50x i szybsze;4478;0;false
4509;49x - 36x;4478;1;false
4510;do 35x;4478;2;false
8633;Combo (z DVD);4478;3;false
4514;Uszkodzone;4478;4;false
4515;13x i szybsze;4480;0;false
4516;12x - 1x;4480;1;false
4517;Uszkodzone;4480;2;false
14573;LG;4481;0;false
14572;LiteOn;4481;1;false
14574;NEC;4481;2;false
14577;Toshiba, Samsung;4481;3;false
14570;Inni producenci;4481;4;false
77948;Zewnętrzne;4481;5;false
16645;Uszkodzone;4481;6;false
45940;Adaptery IDE/SATA;4483;0;false
4541;Kieszenie;4483;1;false
6133;Obudowy CD, CD-R, DVD;4483;2;false
77937;Obudowy dysków 2,5";4483;3;false
6134;Obudowy dysków 3,5";4483;4;false
4543;Ramki i sanki;4483;5;false
124122;Stacje dokujące;4483;6;false
4545;Pozostałe;4483;7;false
4524;Nośniki CD-R;4484;0;false
4525;Płyty CD-RW;4484;1;false
4526;Nośniki DVD-R/RW;4484;2;false
10839;Płyty DVD+R/RW;4484;3;false
48892;Nośniki Blu-Ray/HD-DVD;4484;4;false
20031;Nośniki DVD-RAM;4484;5;false
4527;Dyskietki;4484;6;false
9145;Nośniki inne;4484;7;false
54927;300GB i większe;4495;0;false
48947;160GB - 299GB;4495;1;false
9023;80GB - 159GB;4495;2;false
4496;40GB - 79GB;4495;3;false
4497;15GB - 39GB;4495;4;false
4498;1GB - 14GB;4495;5;false
4499;mniejsze od 1GB;4495;6;false
52177;Elektronika;4495;7;false
4531;Pojedyncze płyty CD-R;4524;0;false
4532;Komplet 2-10 szt.;4524;1;false
4533;Komplet 11-29 szt.;4524;2;false
4534;Komplet 30-50 szt.;4524;3;false
4535;Komplet ponad 51 szt.;4524;4;false
4546;Pojedyncze DVD-R/RW;4526;0;false
4547;2-10 szt. DVD-R/RW;4526;1;false
4548;11-29 szt. DVD-R/RW;4526;2;false
4549;30-50 szt. DVD-R/RW;4526;3;false
4550;ponad 51 szt. DVD-R/RW;4526;4;false
20030;Dwuwarstwowe DVD-R DL;4526;5;false
4553;Listwy, filtry sieciowe;4551;0;false
4552;Obudowy;4551;1;false
4554;UPS;4551;2;false
4555;Zasilacze;4551;3;false
4556;Pozostałe;4551;4;false
71692;Obudowy ITX;4552;0;false
4558;ATX z zasilaczem;4552;1;false
11665;ATX bez zasilacza;4552;2;false
4557;Typu AT;4552;3;false
6135;Pozostałe;4552;4;false
19167;Akumulatory;4554;0;false
19166;Zasilacze awaryjne;4554;1;false
4560;Typu AT;4555;0;false
4561;Typu ATX;4555;1;false
4563;Uszkodzone;4555;2;false
6136;Pozostałe;4555;3;false
63016;600W i większe;4561;0;false
15829;500 - 590W;4561;1;false
15828;400 - 490W;4561;2;false
15830;Do 390W;4561;3;false
4565;Joysticki;4564;0;false
4567;Kierownice;4564;1;false
4566;Klawiatury;4564;2;false
4568;Myszki;4564;3;false
9189;Zestaw klawiatura i mysz;4564;4;false
4569;Pady, wolanty;4564;5;false
16641;Piloty;4564;6;false
4570;Tablety graficzne;4564;7;false
63034;Maty do tańczenia;4564;8;false
4571;Trackball;4564;9;false
52176;Uszkodzone;4564;10;false
4572;Pozostałe;4564;11;false
4573;Bezprzewodowe;4566;0;false
4574;Przewodowe;4566;1;false
4575;Bezprzewodowe;4568;0;false
4576;Przewodowe;4568;1;false
4577;Podkładki;4568;2;false
4579;Drukarki atramentowe;4578;0;false
9108;Tusze;4578;1;false
4582;Drukarki igłowe;4578;2;false
4583;Taśmy barwiące;4578;3;false
4584;Drukarki laserowe;4578;4;false
123783;Bębny;4578;5;false
123782;Tonery;4578;6;false
10882;Urządzenia wielofunkcyjne;4578;7;false
130502;Drukarki 3D;4578;8;false
8634;Drukarki inne;4578;9;false
4586;Plotery;4578;10;false
4587;Skanery;4578;11;false
4588;Części i akcesoria;4578;12;false
17252;Papiery, folie;4578;13;false
4589;Uszkodzone;4578;14;false
4607;Oryginalne;4583;0;false
4608;Zamienniki;4583;1;false
4623;Płaskie USB;4587;0;false
9493;Płaskie inne;4587;1;false
9494;Do filmów;4587;2;false
4624;Profesjonalne;4587;3;false
4625;Pozostałe;4587;4;false
11889;Akcesoria;4588;0;false
4626;Części;4588;1;false
4630;Pozostałe;4588;2;false
17529;Drukarki atramentowe;4589;0;false
17530;Drukarki laserowe;4589;1;false
17531;Skanery;4589;2;false
63045;Urządzenia Wielofunkcyjne;4589;3;false
17532;Pozostałe;4589;4;false
17526;Canon;4623;0;false
17527;Epson;4623;1;false
17524;HP;4623;2;false
17681;Mustek;4623;3;false
17525;Plustek;4623;4;false
17528;Inni producenci;4623;5;false
11897;Elementy grzewcze;4626;0;false
11898;Elementy obudowy, podajniki;4626;1;false
11899;Lasery, głowice, karetki;4626;2;false
11900;Rolki, prowadnice, zębatki;4626;3;false
11901;Separatory;4626;4;false
11902;Silniki, płyty;4626;5;false
11896;Pozostałe;4626;6;false
4643;Adobe;4640;0;false
4644;CAD/CAM;4640;1;false
4645;Corel;4640;2;false
4646;Macromedia;4640;3;false
4642;Pozostałe;4640;4;false
4651;Borland;4650;0;false
4652;Microsoft;4650;1;false
4653;Pozostałe;4650;2;false
252862;Windows 10;4654;0;false
124282;Windows 8;4654;1;false
71693;Windows 7 Home;4654;2;false
71694;Windows 7 Pro/Ultimate;4654;3;false
45939;Windows Vista Home;4654;4;false
47445;Windows Vista Business/Ultimate;4654;5;false
4660;Windows XP Home;4654;6;false
4667;Windows XP Prof.;4654;7;false
4664;Windows 98;4654;8;false
4665;Windows 95;4654;9;false
4666;Windows Server;4654;10;false
4661;Windows 2000;4654;11;false
4671;Pozostałe;4654;12;false
4675;Mandrake, Mandriva;4655;0;false
27747;Ubuntu;4655;1;false
4680;Pozostałe;4655;2;false
45905;Chłodzenie dysku i napędów;4687;0;false
45902;Chłodzenie kart graficznych;4687;1;false
45904;Chłodzenie pamięci;4687;2;false
45917;Chłodzenie płyt głównych;4687;3;false
45901;Chłodzenie procesorów;4687;4;false
4693;Chłodzenie wodne;4687;5;false
4694;Elementy oświetleniowe;4687;6;false
45918;Grile i maskownice;4687;7;false
45920;Maty, tłumiki, kołki;4687;8;false
4696;Naklejki;4687;9;false
4695;Ogniwa peltiera;4687;10;false
45919;Panele, czytniki;4687;11;false
4697;Pasty termoprzewodzące;4687;12;false
45903;Radiatory;4687;13;false
4699;Regulatory obrotów, alarmy;4687;14;false
45906;Wentylatory;4687;15;false
4702;Pozostałe;4687;16;false
4717;Kable i przedłużacze;4689;0;false
4718;Kable zasilające;4689;1;false
27748;Przełączniki KVM;4689;2;false
4719;Taśmy;4689;3;false
4720;Pozostałe;4689;4;false
4735;Etui, albumy;4690;0;false
4733;Koperty;4690;1;false
17271;Kufry;4690;2;false
4734;Pudełka;4690;3;false
4736;Segregatory;4690;4;false
4737;Stojaki i półki;4690;5;false
10847;Etykiety na płyty;4690;6;false
10848;Markery do płyt;4690;7;false
10849;Pozostałe;4690;8;false
4738;Przejściówki;4691;0;false
4739;Śledzie;4691;1;false
4740;Pozostałe;4691;2;false
48905;Części;4693;0;false
48906;Zestawy;4693;1;false
4721;Audio;4717;0;false
125345;DisplayPort;4717;1;false
125342;D-Sub;4717;2;false
125343;DVI;4717;3;false
4722;FireWire;4717;4;false
125344;HDMI;4717;5;false
4723;LPT;4717;6;false
9242;PS/2, DIN;4717;7;false
27700;SATA;4717;8;false
4725;Szeregowe RS;4717;9;false
4726;USB;4717;10;false
4727;Video;4717;11;false
4728;Pozostałe;4717;12;false
4729;Taśmy FDD;4719;0;false
4730;Taśmy HDD;4719;1;false
4732;Pozostałe;4719;2;false
48943;A - B;4726;0;false
48942;Przedłużacze;4726;1;false
48941;Pozostałe;4726;2;false
20027;1-10 sztuk;4734;0;false
20028;11-50 sztuk;4734;1;false
20029;51 i więcej sztuk;4734;2;false
4741;Audio;4738;0;false
16561;Dysk;4738;1;false
4742;Klawiatura;4738;2;false
78123;MiniDVI;4738;3;false
4743;Mysz;4738;4;false
48940;PCMCIA na PCI;4738;5;false
4744;Procesor;4738;6;false
4746;Szeregowe RS;4738;7;false
4747;USB, FireWire;4738;8;false
4748;Video;4738;9;false
4749;Pozostałe;4738;10;false
4750;Audio;4739;0;false
4751;RS, LPT, PS2;4739;1;false
4752;USB, FireWire;4739;2;false
4753;Pozostałe;4739;3;false
4767;Pomorze;4766;0;false
4769;Prusy Książęce;4766;1;false
4768;Śląsk;4766;2;false
11742;Zakon Krzyżacki;4766;3;false
4770;Pozostałe;4766;4;false
11743;Flora;4776;0;false
11744;Marynistyka;4776;1;false
19124;Postacie;4776;2;false
4779;Sport;4776;3;false
4778;Zwierzęta;4776;4;false
4803;Aparaty cyfrowe;4802;0;false
46780;Głośniki zewnętrzne;4802;1;false
63257;Obiektywy;4802;2;false
147163;Transmitery;4802;3;false
4927;Pozostałe;4802;4;false
250362;2001;4937;0;false
146524;2005;4937;1;false
146525;2010;4937;2;false
146528;One Touch 991D;4937;3;false
146527;One Touch Fire;4937;4;false
146526;One Touch Idol;4937;5;false
146523;Pozostałe;4937;6;false
98811;DEFY;4941;0;false
125183;DEFY Mini;4941;1;false
27653;K1;4941;2;false
75541;MILESTONE;4941;3;false
248966;Moto E;4941;4;false
250370;Moto G 2gen;4941;5;false
253486;Moto G 3gen;4941;6;false
253380;Moto X Force (XT1580);4941;7;false
253378;Moto X Play (XT1562);4941;8;false
253379;Moto X Style (XT1572);4941;9;false
121189;Motoluxe;4941;10;false
108657;RAZR;4941;11;false
12247;V3;4941;12;false
48980;V8;4941;13;false
147148;Moto G 1gen;4941;14;false
4976;Inne modele;4941;15;false
108660;100;4978;0;false
145928;105;4978;1;false
147149;106;4978;2;false
147423;107;4978;3;false
147150;108;4978;4;false
125205;112;4978;5;false
123881;113;4978;6;false
250373;130;4978;7;false
110277;200;4978;8;false
110278;201;4978;9;false
121193;203;4978;10;false
127369;205;4978;11;false
127370;206;4978;12;false
146533;208;4978;13;false
145929;210;4978;14;false
254119;215;4978;15;false
148771;220;4978;16;false
254118;222;4978;17;false
248969;225;4978;18;false
148384;230;4978;19;false
70549;2330 Classic;4978;20;false
70550;2700 Classic;4978;21;false
74151;2720 Fold;4978;22;false
108662;300;4978;23;false
144929;301;4978;24;false
111613;302;4978;25;false
123883;306;4978;26;false
123884;311;4978;27;false
250374;530 Lumia;4978;28;false
250375;730 Lumia;4978;29;false
250376;735 Lumia;4978;30;false
250377;830 Lumia;4978;31;false
47792;3110 Classic;4978;32;false
4980;3310;4978;33;false
14954;3510i;4978;34;false
107014;500;4978;35;false
145930;501;4978;36;false
147151;503;4978;37;false
132164;510 Lumia;4978;38;false
63269;5130;4978;39;false
20014;5140i;4978;40;false
145931;515;4978;41;false
132165;520 Lumia;4978;42;false
75544;5230;4978;43;false
50374;5310;4978;44;false
121194;610 Lumia;4978;45;false
125604;620 Lumia;4978;46;false
15688;6230i;4978;47;false
146534;625 Lumia;4978;48;false
148772;630 Lumia;4978;49;false
46785;6300;4978;50;false
64294;6303 Classic;4978;51;false
15689;6310i;4978;52;false
249183;635 Lumia;4978;53;false
50376;6500 Classic;4978;54;false
50377;6500 Slide;4978;55;false
66384;6700 Classic;4978;56;false
79499;6700 Slide;4978;57;false
110280;710 Lumia;4978;58;false
132166;720 Lumia;4978;59;false
79500;7230;4978;60;false
110281;800 Lumia;4978;61;false
125208;820 Lumia;4978;62;false
14455;8800;4978;63;false
121195;900 Lumia;4978;64;false
125209;920 Lumia;4978;65;false
144930;925 Lumia;4978;66;false
249184;930 Lumia;4978;67;false
146535;1020 Lumia;4978;68;false
148288;1320 Lumia;4978;69;false
147152;1520 Lumia;4978;70;false
99993;C2-01;4978;71;false
107015;C2-02;4978;72;false
108667;C2-05;4978;73;false
87851;C3;4978;74;false
98817;C3 Touch and Type;4978;75;false
79501;C5;4978;76;false
91181;C6;4978;77;false
95610;C7;4978;78;false
91182;E5;4978;79;false
25986;E50;4978;80;false
50977;E51;4978;81;false
66386;E52;4978;82;false
107012;E6;4978;83;false
46786;E65;4978;84;false
54746;E66;4978;85;false
99994;E7;4978;86;false
53980;E71;4978;87;false
75546;E72;4978;88;false
64295;E75;4978;89;false
14958;N70;4978;90;false
20013;N73;4978;91;false
95611;N8;4978;92;false
107009;N9;4978;93;false
46025;N95;4978;94;false
64296;N95 8GB;4978;95;false
75547;N97 mini;4978;96;false
148385;X;4978;97;false
91183;X2;4978;98;false
75549;X3;4978;99;false
95612;X3 Touch and Type;4978;100;false
